title,genres,product rating,user score,user ratings count,platform,metascore,metascore_count,img,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release date,last_update
ATV Offroad Fury,Auto Racing Sim,Rated E For Everyone,7.9,24.0,PS2,82,16,/games/boxart/3647334ccc.jpg,Sony Computer Entertainment,Rainbow Studios,8.4,2.41,2.07,,0.26,0.08,2001-02-05,
"Warhammer 40,000: Inquisitor - Martyr",Real-Time Strategy,Rated M For Mature,6.5,124.0,PC,67,28,/games/boxart/full_2031204AmericaFrontccc.jpg,NeocoreGames,NeoCoreGames,,,,,,,2018-06-05,2019-04-22
"Warhammer 40,000: Inquisitor - Martyr",Real-Time Strategy,Rated M For Mature,6.5,124.0,XOne,71,11,/games/boxart/full_2868894AmericaFrontccc.jpg,Neocore Games,Neocore Games,,0.02,0.02,,,0.0,2018-08-28,2018-03-24
"Warhammer 40,000: Inquisitor - Martyr",Real-Time Strategy,Rated M For Mature,6.5,124.0,PS4,65,17,/games/boxart/full_7401998AmericaFrontccc.jpg,Neocore Games,Neocore Games,,0.02,0.02,,,0.0,2018-08-28,2018-03-24
Tiny Brains,Action Puzzle,Rated E +10 For Everyone +10,6.7,74.0,PC,63,5,/games/boxart/full_1158454AmericaFrontccc.jpg,505 Games,Spearhead Entertainment,,,,,,,2013-12-11,
Tiny Brains,Action Puzzle,Rated E +10 For Everyone +10,6.7,74.0,PS3,tbd,2,/games/boxart/full_2942616AmericaFrontccc.jpg,505 Games,Spearhead Entertainment,,,,,,,2014-01-07,
Tiny Brains,Action Puzzle,Rated E +10 For Everyone +10,6.7,74.0,PS4,64,26,/games/boxart/full_1516551AmericaFrontccc.jpg,505 Games,Spearhead Entertainment,,,,,,,2013-12-03,
SeaBlade,Third Person Shooter,Rated T For Teen,,,XB,48,11,/games/boxart/748895ccc.jpg,Simon & Schuster Interactive,"Vision Scape Interactive, Inc.",,0.06,0.04,,0.01,0.0,2002-11-20,
Thor: God of Thunder,3D Beat-'Em-Up,Rated T For Teen,5.6,28.0,PS3,39,35,/games/boxart/full_thor-god-of-thunder_330AmericaFront.jpg,Sega,Liquid Entertainment,3.7,0.15,0.07,,0.06,0.02,2011-05-03,
Thor: God of Thunder,3D Beat-'Em-Up,Rated T For Teen,5.6,28.0,Wii,56,14,/games/boxart/full_thor-god-of-thunder_530AmericaFront.jpg,Sega,Red Fly Studio,6.4,0.15,0.1,,0.04,0.01,2011-05-03,
Thor: God of Thunder,3D Beat-'Em-Up,Rated T For Teen,5.6,28.0,X360,38,40,/games/boxart/full_thor-god-of-thunder_678AmericaFront.jpg,Sega,Liquid Entertainment,3.8,0.14,0.09,,0.04,0.01,2011-05-03,
Thor: God of Thunder,3D Beat-'Em-Up,Rated T For Teen,5.6,28.0,DS,64,18,/games/boxart/full_thor-god-of-thunder_913AmericaFront.jpg,Sega,WayForward Technologies,6.4,0.13,0.08,,0.03,0.01,2011-05-03,
Thor: God of Thunder,3D Beat-'Em-Up,Rated T For Teen,5.6,28.0,3DS,55,10,/games/boxart/full_thor-god-of-thunder_334AmericaFront.jpg,Sega,WayForward Technologies,6.0,0.1,0.06,,0.03,0.01,2011-09-13,
The Sims 2,Virtual Life,Rated T For Teen,8.5,904.0,PS2,75,31,/games/boxart/full_148540AmericaFrontccc.jpg,Electronic Arts,Maxis,,0.81,0.67,,0.03,0.11,2005-10-24,
The Sims 2,Virtual Life,Rated T For Teen,8.5,904.0,PC,90,61,/games/boxart/full_906467AmericaFrontccc.jpg,Electronic Arts,Maxis,8.9,0.29,0.02,,0.24,0.03,2004-09-14,
The Sims 2,Virtual Life,Rated T For Teen,8.5,904.0,GBA,58,11,/games/boxart/full_5831633AmericaFrontccc.jpg,Electronic Arts,Maxis,,0.39,0.28,,0.1,0.01,2005-10-24,
The Sims 2,Virtual Life,Rated T For Teen,8.5,904.0,PSP,65,17,/games/boxart/full_2733635AmericaFrontccc.jpg,Electronic Arts,Maxis,6.2,1.38,0.49,,0.56,0.33,2005-12-07,
The Sims 2,Virtual Life,Rated T For Teen,8.5,904.0,XB,75,31,/games/boxart/full_1149973AmericaFrontccc.jpg,Electronic Arts,Maxis,,0.25,0.19,,0.05,0.01,2005-10-24,
The Sims 2,Virtual Life,Rated T For Teen,8.5,904.0,GC,73,22,/games/boxart/full_7832431AmericaFrontccc.jpg,Electronic Arts,Maxis,7.6,0.33,0.26,,0.07,0.01,2005-10-24,
The Sims 2,Virtual Life,Rated T For Teen,8.5,904.0,DS,70,13,/games/boxart/full_5893411AmericaFrontccc.jpg,Electronic Arts,Maxis,,0.94,0.81,,0.05,0.07,2005-10-24,
Okage: Shadow King,JRPG,Rated T For Teen,7.7,18.0,PS2,70,23,/games/boxart/full_3464183AmericaFrontccc.jpg,Sony Computer Entertainment,Zener Works,,0.36,0.14,0.08,0.11,0.04,2001-10-01,
Pac-Man Party,Party,Rated E +10 For Everyone +10,6.0,23.0,Wii,59,14,/games/boxart/full_pac-man-party_6AmericaFront.jpg,Namco Bandai,Namco Bandai Games,,0.62,0.47,0.01,0.08,0.05,2010-11-16,
Crime Life: Gang Wars,Action Adventure,Rated M For Mature,6.7,7.0,PC,tbd,2,/games/boxart/full_1548040AmericaFrontccc.jpg,Konami,Hothouse Creations,,,,,,,2005-12-01,
Crime Life: Gang Wars,Action Adventure,Rated M For Mature,6.7,7.0,XB,30,19,/games/boxart/674112ccc.jpg,Konami,Hothouse Creations,,0.05,0.04,,0.01,0.0,2005-11-22,
Spore Creature Creator,Strategy,Rated E For Everyone,7.0,36.0,PC,83,7,/games/boxart/1952131ccc.jpg,Electronic Arts,EA Redwood Shores,,,,,,,2008-06-17,
Final Fantasy I & II: Dawn of Souls,Compilation,Rated E For Everyone,8.0,74.0,GBA,79,40,/games/boxart/1529312ccc.jpg,Nintendo,Square Enix,7.1,,,,,,2004-11-29,
The Little Acre,Point-and-Click,Rated E +10 For Everyone +10,6.5,27.0,PC,62,12,/games/boxart/default.jpg,Unknown,Pewter Games Studios,,,,,,,12/13/2016,2018-01-06
The Little Acre,Point-and-Click,Rated E +10 For Everyone +10,6.5,27.0,PS4,67,16,/games/boxart/default.jpg,Unknown,Pewter Games Studios,,,,,,,12/13/2016,2018-01-06
The Little Acre,Point-and-Click,Rated E +10 For Everyone +10,6.5,27.0,XOne,75,14,/games/boxart/default.jpg,Unknown,Pewter Games Studios,,,,,,,12/13/2016,2018-01-06
The Little Acre,Point-and-Click,Rated E +10 For Everyone +10,6.5,27.0,iOS,tbd,1,/games/boxart/default.jpg,Unknown,Pewter Games Studios,,,,,,,12/13/2016,2018-01-06
Tom Clancy's Ghost Recon: Shadow Wars,Turn-Based Strategy,Rated T For Teen,7.9,85.0,3DS,77,49,/games/boxart/full_tom-clancys-ghost-recon-shadow-wars-3d_382AmericaFront.jpg,Ubisoft,Ubisoft,7.9,0.34,0.22,,0.1,0.03,2011-03-22,
Metro: Last Light,FPS,Rated M For Mature,8.5,3445.0,PS3,80,23,/games/boxart/full_2045080AmericaFrontccc.jpg,Deep Silver,4a-games,,0.44,0.14,0.03,0.21,0.07,2013-05-14,2018-07-17
Metro: Last Light,FPS,Rated M For Mature,8.5,3445.0,PC,82,71,/games/boxart/full_7682778PALFrontccc.jpg,Deep Silver,4a-games,,,,,,,2013-05-14,2018-07-17
Metro: Last Light,FPS,Rated M For Mature,8.5,3445.0,X360,80,20,/games/boxart/full_346700AmericaFrontccc.jpg,Deep Silver,4a-games,,0.35,0.17,0.0,0.15,0.03,2013-05-14,2018-07-17
Super Monkey Ball Jr.,Puzzle,Rated E For Everyone,7.0,15.0,GBA,82,20,/games/boxart/full_1684737AmericaFrontccc.jpg,THQ,Realism Ltd,,0.72,0.51,,0.19,0.01,2002-11-19,
The Grim Adventures of Billy & Mandy,3D Fighting,Rated E +10 For Everyone +10,7.2,5.0,GBA,tbd,2,/games/boxart/4994507ccc.jpg,Midway Games,Full Fat,5.0,,,,,,2006-10-16,
The Grim Adventures of Billy & Mandy,3D Fighting,Rated E +10 For Everyone +10,7.2,5.0,GC,69,7,/games/boxart/3568946ccc.jpg,Midway Games,High Voltage Software,7.2,0.17,0.13,,0.03,0.0,2006-09-25,
Robot Alchemic Drive,Vehicle Combat Sim,Rated T For Teen,7.7,9.0,PS2,79,21,/games/boxart/3805231ccc.jpg,Enix,Sandlot,,0.07,0.03,,0.03,0.01,2002-11-04,
Unbox: Newbie's Adventure,3D Platformer,Rated E For Everyone,,,NS,52,7,/games/boxart/full_3683639AmericaFrontccc.jpg,Merge Games,Prospect Games,,0.01,,,0.01,0.0,2017-11-01,2018-09-20
Unbox: Newbie's Adventure,3D Platformer,Rated E For Everyone,,,PS4,63,8,/games/boxart/full_9391315AmericaFrontccc.jpg,Merge Games,Prospect Games,,0.04,0.03,,,0.01,2017-07-26,2018-09-20
LEGO City Undercover: The Chase Begins,Action Adventure,Rated E +10 For Everyone +10,6.6,83.0,3DS,62,44,/games/boxart/full_4676535AmericaFrontccc.jpg,Nintendo,TT Fusion,6.2,,,,,,2013-04-21,2018-01-05
The Dukes of Hazzard: Return of the General Lee,Auto Racing,Rated E For Everyone,,,PS2,52,17,/games/boxart/full_3554814AmericaFrontccc.jpg,Ubisoft,Ratbag,,0.21,0.11,,0.08,0.03,2004-09-28,
The Dukes of Hazzard: Return of the General Lee,Auto Racing,Rated E For Everyone,,,XB,49,18,/games/boxart/full_9363173AmericaFrontccc.jpg,Ubisoft,Ratbag,,0.08,0.06,,0.02,0.0,2004-09-28,
Syberia: The World Before,Point-and-Click,Rated T For Teen,8.5,128.0,PC,81,32,/games/boxart/full_5449405AmericaFrontccc.jpg,Unknown,Koalabs Studio,,,,,,,3/18/2022,2021-08-26
Gradius III and IV,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.4,5.0,PS2,64,15,/games/boxart/8762478ccc.jpg,Konami,Konami Computer Entertainment Tokyo,,0.08,0.04,,0.03,0.01,2000-11-13,
Gnosia,Visual Novel,Rated T For Teen,8.4,51.0,NS,82,41,/games/boxart/full_9211477AmericaFrontccc.jpg,Playism,Petit Depotto,,,,,,,2021-03-04,2021-03-07
Resident Evil 6,Survival,Rated M For Mature,5.3,1649.0,PS3,74,34,/games/boxart/full_8142222AmericaFrontccc.jpg,Capcom,Capcom,,3.12,0.88,0.88,0.97,0.39,2012-10-02,
Resident Evil 6,Survival,Rated M For Mature,5.3,1649.0,X360,67,71,/games/boxart/full_9201038PALFrontccc.jpg,Capcom,Capcom,,1.97,1.12,0.07,0.61,0.16,2012-10-02,
Resident Evil 6,Survival,Rated M For Mature,5.3,1649.0,PC,69,18,/games/boxart/full_8752118PALFrontccc.jpg,Capcom,Capcom,,,,,,,2013-03-22,2019-01-03
Resident Evil 6,Survival,Rated M For Mature,5.3,1649.0,PS4,60,19,/games/boxart/full_413172AmericaFrontccc.jpg,Capcom,Capcom,,0.17,0.1,0.05,,0.02,2016-03-29,2018-03-30
Resident Evil 6,Survival,Rated M For Mature,5.3,1649.0,XOne,63,12,/games/boxart/full_1655637AmericaFrontccc.jpg,Capcom,Capcom,,0.07,0.06,,,0.01,2016-03-29,2018-03-30
Resident Evil 6,Survival,Rated M For Mature,5.3,1649.0,NS,68,9,/games/boxart/full_8197169AmericaFrontccc.png,Capcom,Capcom,,,,,,,2019-12-01,2019-06-16
Divinity II: Ego Draconis,Action RPG,Rated M For Mature,7.7,108.0,PC,72,43,/games/boxart/full_8781654AmericaFrontccc.jpg,CDV Software Entertainment,Larian Studios,6.8,0.07,0.01,,0.05,0.01,2010-01-05,
Divinity II: Ego Draconis,Action RPG,Rated M For Mature,7.7,108.0,X360,62,37,/games/boxart/full_3459209AmericaFrontccc.jpg,CDV Software Entertainment,Larian Studios,6.0,0.24,0.18,,0.04,0.02,2010-01-05,
Back to the Future: The Game - Episode I: It's About Time,Third-Person Adventure,,7.1,117.0,PC,74,39,/games/boxart/full_back-to-the-future-the-game-episode-i-its-about-time_306AmericaFront.jpg,Telltale Games,Telltale Games,,,,,,,2010-12-22,
Resident Evil 4,Survival,Rated M For Mature,8.0,5930.0,PC,91,24,/games/boxart/full_597674AmericaFrontccc.jpg,Ubisoft,SourceNext,8.0,,,,,,2007-05-15,
Resident Evil 4,Survival,Rated M For Mature,8.0,5930.0,PS4,tbd,1,/games/boxart/full_2648805AmericaFrontccc.jpg,Capcom,Capcom,,0.1,0.07,0.01,,0.02,2016-08-30,2018-09-04
Rugby Challenge,Rugby,Rated E For Everyone,6.4,9.0,PSV,tbd,2,/games/boxart/default.jpg,Unknown,Sidhe Entertainment,,,,,,,10/18/2011,
Gary Grigsby's World at War,Turn-Based Strategy,Rated T For Teen,6.5,,PC,77,12,/games/boxart/full_7323351AmericaFrontccc.png,Unknown,2 by 3 Games,,,,,,,3/25/2005,2021-03-16
Yu-Gi-Oh! Reshef of Destruction,Card Battle,Rated E For Everyone,6.0,12.0,GBA,61,12,/games/boxart/full_7375924AmericaFrontccc.jpg,Konami,Konami,,0.56,0.4,,0.15,0.01,2004-06-29,
Sable,Open-World Action,,6.9,118.0,PC,76,52,/games/boxart/full_9382154AmericaFrontccc.jpg,Raw Fury,Shedworks,,,,,,,2020-12-01,2020-07-20
Sable,Open-World Action,,6.9,118.0,XOne,74,5,/games/boxart/full_4927771AmericaFrontccc.jpg,Raw Fury,Shedworks,,,,,,,2020-12-01,2020-07-20
Sable,Open-World Action,,6.9,118.0,PS5,75,6,/games/boxart/full_913481AmericaFrontccc.jpg,Unknown,Shedworks,,,,,,,9/23/2021,2022-12-31
Fuga: Melodies of Steel 2,JRPG,Rated T For Teen,8.3,,PC,86,6,/games/boxart/full_4140930AmericaFrontccc.jpg,Unknown,CyberConnect2,,,,,,,5/11/2023,2023-06-22
Fuga: Melodies of Steel 2,JRPG,Rated T For Teen,8.3,,NS,84,7,/games/boxart/full_3310520AmericaFrontccc.jpg,Unknown,CyberConnect2,,,,,,,5/11/2023,2023-06-22
Fuga: Melodies of Steel 2,JRPG,Rated T For Teen,8.3,,PS5,tbd,3,/games/boxart/full_4911325AmericaFrontccc.jpg,Unknown,CyberConnect2,,,,,,,5/11/2023,2023-06-22
Imperator: Rome,Real-Time Strategy,,5.0,220.0,PC,76,37,/games/boxart/full_4479610AmericaFrontccc.jpg,Paradox Interactive,Paradox Development,,,,,,,2019-04-25,2019-03-31
Miitomo,Virtual Life,,7.0,66.0,iOS,72,9,/games/boxart/full_7639883AmericaFrontccc.png,Nintendo,Nintendo,,,,,,,2016-03-17,2018-04-05
Football Manager 2016,Soccer Management,Rated E For Everyone,7.0,143.0,PC,81,36,/games/boxart/full_7283646PALFrontccc.png,Sega,Sports Interactive,,,,,,,2015-11-13,2018-04-20
D4: Dark Dreams Don't Die,Point-and-Click,Rated M For Mature,7.2,310.0,XOne,76,43,/games/boxart/full_153817AmericaFrontccc.png,Microsoft Studios,Access Games,,,,,,,2013-09-19,2018-08-10
To End All Wars,Turn-Based Strategy,,7.6,15.0,PC,71,9,/games/boxart/full_1810479AmericaFrontccc.jpeg,Slitherine,Slitherine,,,,,,,2014-08-29,
Gothic II,Western RPG,Rated M For Mature,9.0,1283.0,PC,79,20,/games/boxart/full_1122308AmericaFrontccc.jpg,Atari,Piranha Bytes,8.0,,,,,,2003-10-28,
LEGO Batman: The Videogame,Action Adventure,Rated E +10 For Everyone +10,7.0,583.0,PC,80,15,/games/boxart/full_5292402AmericaFrontccc.jpg,Warner Bros. Interactive,Traveller's Tales,7.4,0.09,0.04,,0.03,0.01,2008-09-23,
LEGO Batman: The Videogame,Action Adventure,Rated E +10 For Everyone +10,7.0,583.0,PS3,75,24,/games/boxart/full_2868339AmericaFrontccc.jpg,Warner Bros. Interactive,Traveller's Tales,7.2,1.31,0.72,,0.39,0.19,2008-09-23,
LEGO Batman: The Videogame,Action Adventure,Rated E +10 For Everyone +10,7.0,583.0,X360,76,49,/games/boxart/full_5558637AmericaFrontccc.jpg,Warner Bros. Interactive,Traveller's Tales,7.5,3.44,2.07,,1.04,0.34,2008-09-23,
LEGO Batman: The Videogame,Action Adventure,Rated E +10 For Everyone +10,7.0,583.0,DS,72,16,/games/boxart/full_309389AmericaFrontccc.jpg,Warner Bros. Interactive,Traveller's Tales,7.8,3.06,1.75,,1.02,0.29,2008-09-23,
LEGO Batman: The Videogame,Action Adventure,Rated E +10 For Everyone +10,7.0,583.0,Wii,74,17,/games/boxart/full_707317AmericaFrontccc.jpg,Warner Bros. Interactive,Traveller's Tales,7.3,3.08,1.8,,0.98,0.29,2008-09-23,
LEGO Batman: The Videogame,Action Adventure,Rated E +10 For Everyone +10,7.0,583.0,PSP,73,5,/games/boxart/full_517828AmericaFrontccc.jpg,Warner Bros. Interactive,Traveller's Tales,7.9,1.3,0.57,,0.46,0.27,2008-09-23,
LEGO Batman: The Videogame,Action Adventure,Rated E +10 For Everyone +10,7.0,583.0,PS2,77,8,/games/boxart/full_3585578AmericaFrontccc.jpg,Warner Bros. Interactive,Traveller's Tales,7.6,1.27,0.72,,0.03,0.52,2008-09-23,
Wolfenstein: Cyberpilot,FPS,Rated M For Mature,3.8,47.0,PC,54,5,/games/boxart/full_201183AmericaFrontccc.jpg,Bethesda Softworks,MachineGames,,,,,,,2019-07-26,2019-07-12
Wolfenstein: Cyberpilot,FPS,Rated M For Mature,3.8,47.0,PS4,50,35,/games/boxart/full_5398700AmericaFrontccc.jpg,Bethesda Softworks,MachineGames,,,,,,,2019-07-26,2019-07-12
Aedis Eclipse: Generation of Chaos,Turn-Based Strategy,Rated E +10 For Everyone +10,5.7,9.0,PSP,62,20,/games/boxart/7842877ccc.jpg,NIS America,Neverland Company,5.8,0.02,0.02,,,0.0,2007-04-24,
NCAA Football 13,Football Sim,Rated E For Everyone,5.8,72.0,PS3,79,9,/games/boxart/full_59054AmericaFrontccc.jpg,EA Sports,EA Tiburon,7.1,0.93,0.82,,,0.11,2012-07-10,2018-02-06
NCAA Football 13,Football Sim,Rated E For Everyone,5.8,72.0,X360,76,20,/games/boxart/full_1824540AmericaFrontccc.jpg,EA Sports,EA Tiburon,7.5,1.11,1.02,,,0.09,2012-07-10,2018-02-06
Super Trucks Racing,Auto Racing Sim,Rated E For Everyone,,,PS2,66,8,/games/boxart/7953502ccc.jpg,XS Games,Jester Interactive,,0.71,0.35,,0.27,0.09,2003-10-29,
Dragon Ball Z: Ultimate Tenkaichi,3D Fighting,Rated T For Teen,5.3,116.0,PS3,58,26,/games/boxart/full_dragon-ball-z-ultimate-tenkaichi_330PALFront.jpg,Namco Bandai,Spike,5.0,0.62,0.27,0.09,0.18,0.07,2011-10-25,
Dragon Ball Z: Ultimate Tenkaichi,3D Fighting,Rated T For Teen,5.3,116.0,X360,55,24,/games/boxart/default.jpg,Namco Bandai,Spike,6.0,0.54,0.39,0.01,0.1,0.05,2011-10-25,
Atlas Fallen,Action RPG,Rated T For Teen,6.1,75.0,PC,71,22,/games/boxart/full_8295898AmericaFrontccc.jpg,Unknown,DECK13 Interactive,,,,,,,8/10/2023,2023-07-02
Atlas Fallen,Action RPG,Rated T For Teen,6.1,75.0,PS5,64,58,/games/boxart/full_4668024AmericaFrontccc.jpg,Unknown,DECK13 Interactive,,,,,,,8/10/2023,2023-07-02
NBA Live 07,Basketball Sim,Rated E For Everyone,7.3,6.0,PC,61,9,/games/boxart/full_9847164AmericaFrontccc.jpg,EA Sports,EA Canada,6.0,,,,,,2006-09-25,
NBA Live 07,Basketball Sim,Rated E For Everyone,7.3,6.0,PS2,63,12,/games/boxart/full_4280869AmericaFrontccc.jpg,EA Sports,EA Canada,6.3,1.3,1.07,0.02,0.04,0.17,2006-09-25,
NBA Live 07,Basketball Sim,Rated E For Everyone,7.3,6.0,PSP,64,9,/games/boxart/full_7259671AmericaFrontccc.jpg,EA Sports,EA Canada,7.0,0.51,0.47,,0.0,0.04,2006-09-25,
NBA Live 07,Basketball Sim,Rated E For Everyone,7.3,6.0,XB,69,14,/games/boxart/full_6071008AmericaFrontccc.jpg,EA Sports,EA Canada,6.4,0.06,0.04,,0.01,0.0,2006-09-25,
NBA Live 07,Basketball Sim,Rated E For Everyone,7.3,6.0,X360,59,32,/games/boxart/full_9262680AmericaFrontccc.jpg,EA Sports,EA Canada,6.0,0.47,0.43,,0.0,0.04,2006-09-25,
Sonic Rush Adventure,2D Platformer,Rated E For Everyone,8.0,96.0,DS,78,32,/games/boxart/4592439ccc.jpg,Sega,Dimps Corporation,,,,,,,2007-09-18,
Pop-Up Pilgrims,Real-Time Strategy,Rated E For Everyone,,,PS4,63,18,/games/boxart/full_7142255AmericaFrontccc.png,Unknown,Dakko Dakko,,,,,,,2/13/2018,2018-01-31
Mega Man Legacy Collection,Compilation,Rated E For Everyone,7.1,47.0,XOne,80,30,/games/boxart/full_7618466AmericaFrontccc.jpg,Capcom,Digital Eclipse Software,,,,,,,2015-08-25,2018-05-29
Mega Man Legacy Collection,Compilation,Rated E For Everyone,7.1,47.0,PS4,77,22,/games/boxart/full_8691831AmericaFrontccc.jpg,Capcom,Digital Eclipse Software,,,,,,,2016-02-23,2018-05-29
Mega Man Legacy Collection,Compilation,Rated E For Everyone,7.1,47.0,PC,85,7,/games/boxart/full_7212012AmericaFrontccc.jpg,Capcom,Digital Eclipse Software,,,,,,,2015-08-25,2018-05-29
Mega Man Legacy Collection,Compilation,Rated E For Everyone,7.1,47.0,3DS,77,27,/games/boxart/full_9428111JapanFrontccc.jpg,Capcom,Digital Eclipse Software,,0.26,0.18,0.06,,0.02,2016-02-23,2018-05-29
Lost Planet 3,Third Person Shooter,Rated T For Teen,5.8,151.0,PS3,61,30,/games/boxart/full_7796635AmericaFrontccc.jpg,Capcom,Spark Unlimited,,0.21,0.07,0.06,0.05,0.03,2013-08-27,2018-10-31
Lost Planet 3,Third Person Shooter,Rated T For Teen,5.8,151.0,X360,58,43,/games/boxart/full_9527023AmericaFrontccc.jpg,Capcom,Spark Unlimited,,0.12,0.07,0.01,0.04,0.01,2013-08-27,2018-10-31
Lost Planet 3,Third Person Shooter,Rated T For Teen,5.8,151.0,PC,61,17,/games/boxart/full_6719403PALFrontccc.jpg,Capcom,Spark Unlimited,,,,,,,2013-08-27,2018-10-31
Dynasty Warriors DS: Fighter's Battle,3D Beat-'Em-Up,Rated E +10 For Everyone +10,6.0,5.0,DS,56,17,/games/boxart/4505128ccc.gif,KOEI,Omega Force,,0.07,0.04,0.03,0.0,0.0,2007-07-25,
Sonic Rivals,Arcade Racing,Rated E For Everyone,7.6,63.0,PSP,64,25,/games/boxart/7944449ccc.jpg,Sega,Backbone Entertainment,7.0,1.44,0.73,,0.43,0.28,2006-11-16,
Star Fox Guard,Defense,Rated E +10 For Everyone +10,7.3,102.0,WiiU,74,35,/games/boxart/full_2095347AmericaFrontccc.jpg,Nintendo,Nintendo EPD,,0.0,,,0.0,0.0,2016-04-22,2018-11-18
Resident Evil: The Mercenaries 3D,Tactical Third Person Shooter,Rated M For Mature,6.6,134.0,3DS,65,69,/games/boxart/full_resident-evil-the-mercenaries-3d_717AmericaFront.jpg,Capcom,Capcom,6.3,0.49,0.16,0.13,0.17,0.03,2011-06-28,
Slime Rancher,Open-World Action,,8.0,261.0,PC,81,9,/games/boxart/full_2292193AmericaFrontccc.jpg,Monomi Park,Monomi Park,,,,,,,2017-08-01,2018-08-07
Slime Rancher,Open-World Action,,8.0,261.0,XOne,80,4,/games/boxart/full_177978AmericaFrontccc.jpg,Skybound Games,Monomi Park,,0.1,0.08,,,0.01,2018-09-04,2018-08-07
Slime Rancher,Open-World Action,,8.0,261.0,PS4,69,4,/games/boxart/full_9311462AmericaFrontccc.jpg,Skybound Games,Monomi Park,,0.1,0.08,,,0.02,2018-09-04,2018-08-07
Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists,Action Adventure,,,,PC,75,23,/games/boxart/full_hector-badge-of-carnage-episode-1-we-negotiate-with-terrorists_966AmericaFront.jpg,Telltale Games,Straandlooper,7.9,,,,,,2011-04-27,
Frontlines: Fuel of War,FPS,Rated T For Teen,7.2,32.0,PC,73,19,/games/boxart/4581554ccc.jpg,THQ,Kaos Studios,,0.02,,,0.02,0.0,2008-02-25,
Frontlines: Fuel of War,FPS,Rated T For Teen,7.2,32.0,X360,75,55,/games/boxart/3107229ccc.jpg,THQ,Kaos Studios,,0.56,0.34,0.01,0.15,0.05,2008-02-25,
Call of Duty 4: Modern Warfare,FPS,Rated M For Mature,8.5,1452.0,X360,94,70,/games/boxart/full_4481633AmericaFrontccc.jpg,Activision,Infinity Ward,9.6,9.41,5.98,0.13,2.39,0.91,2007-11-05,
Call of Duty 4: Modern Warfare,FPS,Rated M For Mature,8.5,1452.0,PS3,94,44,/games/boxart/full_75346AmericaFrontccc.jpg,Activision,Infinity Ward,9.5,6.72,3.13,0.28,2.27,1.04,2007-11-05,
Call of Duty 4: Modern Warfare,FPS,Rated M For Mature,8.5,1452.0,DS,75,22,/games/boxart/4740458ccc.jpg,Activision,n-Space,7.3,1.05,0.95,0.01,0.02,0.08,2007-11-05,
Call of Duty 4: Modern Warfare,FPS,Rated M For Mature,8.5,1452.0,PC,92,40,/games/boxart/1555447ccc.jpg,Activision,Infinity Ward,9.3,1.15,,,1.12,0.03,2007-11-05,
Endless Ocean: Blue World,Third-Person Adventure,Rated E +10 For Everyone +10,8.4,27.0,Wii,76,42,/games/boxart/full_5153610AmericaFrontccc.jpg,Nintendo,Arika,7.6,0.87,0.46,0.12,0.22,0.06,2010-02-22,
Gangs of London,Open-World Action,Rated M For Mature,6.3,9.0,PSP,52,47,/games/boxart/4751151ccc.jpg,Sony Computer Entertainment,SCEE London Studio,5.0,0.96,0.3,,0.43,0.22,2006-10-03,
Sword of Mana,Action RPG,Rated E For Everyone,8.7,20.0,GBA,72,31,/games/boxart/3555438ccc.jpg,Nintendo,Brownie Brown,,,,,,,2003-12-01,
F1 2021,Auto Racing Sim,Rated E For Everyone,6.2,88.0,PS5,84,32,/games/boxart/full_7600232AmericaFrontccc.jpg,Codemasters,Codemasters,,,,,,,2021-07-13,2021-06-10
F1 2021,Auto Racing Sim,Rated E For Everyone,6.2,88.0,PC,86,31,/games/boxart/full_5326610AmericaFrontccc.jpg,Unknown,Codemasters,,,,,,,7/15/2021,2021-06-10
F1 2021,Auto Racing Sim,Rated E For Everyone,6.2,88.0,PS4,83,7,/games/boxart/full_4305301AmericaFrontccc.jpg,Codemasters,Codemasters,,,,,,,2021-07-14,2021-06-10
F1 2021,Auto Racing Sim,Rated E For Everyone,6.2,88.0,XOne,tbd,1,/games/boxart/full_5368839AmericaFrontccc.jpg,Unknown,Codemasters,9.0,,,,,,7/15/2021,2021-06-10
Final Fantasy X,JRPG,Rated T For Teen,9.0,1836.0,PS2,92,53,/games/boxart/4912276ccc.jpg,Square,SquareSoft,9.0,,,,,,2001-12-17,
Grand Kingdom,Turn-Based Tactics,Rated T For Teen,7.3,103.0,PS4,78,33,/games/boxart/full_307523AmericaFrontccc.jpg,NIS America,Monochrome Corporation,,0.14,0.08,0.04,,0.02,2016-06-28,2018-07-03
Grand Kingdom,Turn-Based Tactics,Rated T For Teen,7.3,103.0,PSV,76,11,/games/boxart/full_5253042AmericaFrontccc.jpg,NIS America,Monochrome Corporation,,0.09,0.02,0.05,0.01,0.01,2016-06-28,2018-07-03
Fallout 3: The Pitt,Western RPG,Rated M For Mature,7.4,65.0,PC,78,15,/games/boxart/full_2160656PALFrontccc.jpg,Bethesda Softworks,Bethesda Softworks,,,,,,,2009-03-24,
Call to Power II,4X Strategy,Rated E For Everyone,7.1,16.0,PC,72,21,/games/boxart/5918651ccc.jpg,Activision,Activision,,,,,,,2000-11-15,
